GI_ID,Latitude,Longitude,DEP_Contra,Asset_ID,DEP_Cont_1,Project_Ty,Row_Onsite,Project_Na,Asset_Type,Status,Asset_X_Co,Asset_Y_Co,Borough,Sewer_Type,Outfall,Waterbody,Street_Add,Nearest_In,BBL,Secondary,Community,City_Counc,Assembly_D,Asset_Leng,Asset_Widt,Asset_Area,GI_Feature,Tree_Latin,Tree_Commo,Constructi,Construc_1,Status_Gro
2616b,-73.8724269500441,40.6646026717048,GK26W5-04,101043,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019642.33,181434.84,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045030024,,305,42,60,16,5,80,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2622a,-73.8741346803105,40.665267856655,GK26W5-04,101049,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019168.21,181676.5,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045010002,,305,42,60,10,5,50,Type D,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2624a,-73.8739963590039,40.6638248835831,GK26W5-04,101051,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019207.34,181150.84,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045010039,,305,42,60,10,5,50,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2624b,-73.8740915284865,40.6639528945985,GK26W5-04,101052,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019180.87,181197.44,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045010039,,305,42,60,20,5,100,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2629b,-73.8763494821457,40.6644873373092,GK26W5-04,101065,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018554.17,181391.26,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044990001,,305,42,60,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2630a,-73.8756369066967,40.6631312236079,GK26W5-04,101072,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018752.56,180897.47,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044990039,,305,42,60,17,4.5,76.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2649b,-73.8700890287361,40.6641663523203,GK26W5-04,101113,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020291.17,181276.83,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045260001,,305,42,60,13,5.5,71.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2649c,-73.8701210613937,40.6642092894245,GK26W5-04,101114,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020282.26,181292.46,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045260001,,305,42,60,13,5.5,71.5,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2649a,-73.8700456721316,40.6641078943997,GK26W5-04,101115,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020303.23,181255.55,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045260001,,305,42,60,10,5.5,55,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2652d,-73.8708719283119,40.6639811101706,GK26W5-04,101122,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020074.07,181209.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045260001,,305,42,60,10,4,40,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2653a,-73.871214152882,40.6642359899448,GK26W5-04,101129,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019978.99,181301.74,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,,,,13,5.5,71.5,Standard,Malus 'Harvest Gold',Harvest Gold Crabapple,GK26W4-01_GK26W5-04,4,Final Design
54A,-73.9780419831958,40.6061288565631,GI-NYR,160111,3,External,ROW,Gravesend,ROWB,100% Design Submitted,990347.1099,160106.2446,,Combined,OH-021,Coney Island Creek,,,3066270043,,,,,11,5,55,Standard,No Tree,N/A,,,Final Design
2653d,-73.8706680500947,40.66350147759,GK26W5-04,101138,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020130.89,181034.36,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,13,5.5,71.5,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2653e,-73.8706999745118,40.663544496758,GK26W5-04,101139,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020122.01,181050.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,13,5.5,71.5,Type A - Stone Columns,Malus 'Harvest Gold',Harvest Gold Crabapple,GK26W4-01_GK26W5-04,4,Final Design
2653b,-73.8711822277493,40.6641929983707,GK26W5-04,101141,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019987.87,181286.09,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,,,,13,5.5,71.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2656j,-73.8718449339805,40.6638286003006,GK26W5-04,101148,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019804.21,181153.06,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250029,3045250001,305,42,40,10,5,50,Type D,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656i,-73.8717797524162,40.6637411887195,GK26W5-04,101149,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019822.34,181121.24,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,20,5,100,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656h,-73.8717355681611,40.6636813855688,GK26W5-04,101151,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019834.63,181099.47,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,20,5,100,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656a,-73.8713774540478,40.6631994137774,GK26W5-04,101152,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019934.24,180924.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,20,4.5,90,Type D,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656b,-73.8714486393038,40.6632944627955,GK26W5-04,101153,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019914.44,180958.62,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,20,4.5,90,Type D,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656d,-73.8715152930715,40.6633843465175,GK26W5-04,101155,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019895.9,180991.34,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,,,,20,4.5,90,Type D,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2656f,-73.8716075088907,40.6635085136073,GK26W5-04,101156,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019870.25,181036.54,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,20,5,100,Type D,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2660d,-73.8727358826332,40.6633813117078,GK26W5-04,101189,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019557.27,180989.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045230003,,305,42,60,15,4,60,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2660a,-73.8729518486929,40.6636726070635,GK26W5-04,101191,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019497.2,181095.78,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045230018,3045230022,,,,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2660c,-73.8728418704892,40.663524047764,GK26W5-04,101192,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019527.79,181041.7,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045230018,3045230003,,,,13,5,65,Standard,Malus 'Spring Snow',Spring Snow Crabapple,GK26W4-01_GK26W5-04,4,Final Design
2660e,-73.8726827092807,40.6633096140695,GK26W5-04,101193,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019572.06,180963.64,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045230003,,,,,19,4,76,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2660b,-73.8728922033393,40.6635922288675,GK26W5-04,101196,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019513.79,181066.52,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045230018,,,,,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2663a,-73.8730073440033,40.662297779753,GK26W5-04,101208,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019482.53,180594.87,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220031,,305,42,60,10,5.5,55,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2665c,-73.8738327431568,40.6621518970811,GK26W5-04,101216,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019253.61,180541.39,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220031,3045220043,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2665a,-73.8737557320281,40.662048691132,GK26W5-04,101217,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019275.03,180503.82,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220031,,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2665g,-73.8742852430673,40.6627626672785,GK26W5-04,101220,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019127.75,180763.73,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220016,,305,42,60,20,4.5,90,Standard,Prunus 'Okame',Okame Cherry,GK26W4-01_GK26W5-04,4,Final Design
2665b,-73.8737878381169,40.6620916273049,GK26W5-04,101223,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019266.1,180519.45,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220031,,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2665d,-73.8741045432432,40.662519227099,GK26W5-04,101224,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019178.01,180675.11,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045220048,,305,42,60,11,4,44,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2666b,-73.8738539978807,40.6619863276976,GK26W5-04,101225,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019247.8,180481.06,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045210019,,305,42,60,13,4.5,58.5,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2666a,-73.8738221082192,40.6619433094366,GK26W5-04,101226,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019256.67,180465.4,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045210019,,305,42,60,12,4.5,54,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2672g,-73.8757982026696,40.6627654086998,GK26W5-04,101238,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018708,180764.13,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3043850001,,305,42,40,10,5,50,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W4-01_GK26W5-04,4,Final Design
2672d,-73.8760852379001,40.6626417364706,GK26W5-04,101242,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018628.43,180718.96,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3043850001,,305,42,40,10,5,50,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W4-01_GK26W5-04,4,Final Design
2672e,-73.8759911227869,40.6626822852658,GK26W5-04,101243,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018654.52,180733.77,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3043850001,,305,42,40,10,5,50,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W4-01_GK26W5-04,4,Final Design
2672f,-73.8758922819731,40.6627248600239,GK26W5-04,101244,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1018681.92,180749.32,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3043850001,,305,42,60,10,5,50,Standard,Gleditsia triacanthos var. inermis,Thornless Common Honeylocust,GK26W4-01_GK26W5-04,4,Final Design
2684a,-73.8738476064901,40.661801871339,GK26W5-04,101269,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019249.67,180413.86,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045210019,,305,42,60,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2684b,-73.8739040971515,40.661777587061,GK26W5-04,101270,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019234.01,180404.99,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045210019,,305,42,60,13,4,52,Standard,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,4,Final Design
2684c,-73.8739763515671,40.6617466227584,GK26W5-04,101271,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019213.98,180393.68,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045210019,,305,42,60,13,4.5,58.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2689a,-73.8707422460785,40.6631399359993,GK26W5-04,101280,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020110.5,180902.61,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045250001,,305,42,60,10,5,50,Standard,Prunus 'Okame',Okame Cherry,GK26W4-01_GK26W5-04,4,Final Design
2691c,-73.8699315364604,40.6634879662817,GK26W5-04,101285,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020335.23,181029.74,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045260001,,305,42,60,13,4.5,58.5,Standard,Malus 'Cardinal',Cardinal Crabapple,GK26W4-01_GK26W5-04,4,Final Design
2695b,-73.8704294327867,40.6630935266413,GK26W5-04,101311,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020197.31,180885.83,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045440001,,,,,13,6,78,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2695a,-73.8704859977688,40.6630692990223,GK26W5-04,101312,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020181.63,180876.98,,Combined,26W-005,Jamaica Bay and Tributaries,,,3045440001,,,,,13,6,78,Standard,Quercus palustris,Pin Oak,GK26W4-01_GK26W5-04,4,Final Design
2700d,-73.8718990275648,40.6609996412867,GK26W5-04,101330,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019790.71,180122.37,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045430018,,305,42,60,13,5,65,Standard,Koelreuteria paniculata,Panicled Goldenraintree,GK26W4-01_GK26W5-04,4,Final Design
2700c,-73.8718663099527,40.6609569783763,GK26W5-04,101331,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019799.81,180106.84,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045430018,,305,42,60,13,5,65,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2729b,-73.8678814496931,40.661195768053,GK26W5-04,101404,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020905.25,180195.48,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045640016,,305,42,60,13,6,78,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2729a,-73.8678495642612,40.6611527481324,GK26W5-04,101405,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1020914.12,180179.82,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045640016,,305,42,60,12,6,72,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2743b,-73.8714353590178,40.6608901835803,GK26W5-04,101455,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019919.41,180082.68,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045610001,,305,42,60,10,5.5,55,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2755j,-73.8728024274814,40.6591060850419,GK26W5-04,101509,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019541.07,179432.13,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290016,,305,42,60,13,4,52,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2755i,-73.8728343151291,40.6591491035997,GK26W5-04,101510,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019532.2,179447.79,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290016,,305,42,60,13,4,52,Type A - Stone Columns,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2755f,-73.8729409425176,40.6592932676364,GK26W5-04,101512,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019502.54,179500.27,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290016,,305,42,60,13,4,52,Type A - Stone Columns,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2755e,-73.8729728663865,40.6593362861948,GK26W5-04,101513,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019493.66,179515.93,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290016,,305,42,60,13,4,52,Type A - Stone Columns,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
976C,-73.9027508631343,40.6968246124002,OGI-DESIGN-1,105661,3,Area-Wide,ROW,OGI Design Area 1 (NCB-083),ROWB,100% Design Accepted,1011216.6,193163.42,,Combined,NCB-083,Newtown Creek,,,4035520078,,,,,13,4,52,Type C - SW Chamber,No Tree,N/A,GQROWB-01-AKA-GQNC83-01,Stage-1,Final Design
2759b,-73.8733736309129,40.6586299739143,GK26W5-04,101528,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019382.84,179258.44,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290036,,305,42,60,11,4,44,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2759a,-73.8733450137201,40.6585918448184,GK26W5-04,101530,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019390.8,179244.56,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290036,,305,42,60,13,4,52,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2760a,-73.8735190915889,40.6586329336324,GK26W5-04,101536,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019342.48,179259.46,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044280020,,305,42,60,18,4.5,81,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2761a,-73.8741874189352,40.6595327476548,GK26W5-04,101537,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019156.58,179587.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044280001,,305,42,60,10,5.5,55,Standard,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2765c,-73.8743444412793,40.6584886391974,GK26W5-04,101547,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019113.56,179206.56,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044280001,,305,42,60,17,4.5,76.5,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2765b,-73.8743053264222,40.6584361162088,GK26W5-04,101548,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019124.44,179187.44,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044280001,,305,42,60,16,4.5,72,Standard,Platanus x acerifolia,London Planetree,GK26W4-01_GK26W5-04,4,Final Design
2776a,-73.8730173744082,40.6585813004408,GK26W5-04,101566,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019481.71,179240.85,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290036,,305,42,60,20,4,80,Standard,Tilia tomentosa 'Green Mountain',Green Mountain Linden,GK26W4-01_GK26W5-04,4,Final Design
2776b,-73.8729389184009,40.6586150569775,GK26W5-04,101567,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019503.46,179253.18,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3044290029,3044290036,305,42,60,20,4,80,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,4,Final Design
2780b,-73.8714449562975,40.6592579818396,GK26W5-04,101574,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019917.62,179488.02,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045600001,,305,42,60,20,6,120,Standard,Tilia tomentosa 'Sterling',Sterling Silver Linden,GK26W4-01_GK26W5-04,4,Final Design
2780c,-73.871532828716,40.6592201745611,GK26W5-04,101575,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019893.26,179474.21,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045600001,,305,42,60,18,6,108,Standard,Tilia tomentosa 'Sterling',Sterling Silver Linden,GK26W4-01_GK26W5-04,4,Final Design
2780a,-73.8713664986987,40.6592917373011,GK26W5-04,101576,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1019939.37,179500.35,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3045600001,,305,42,60,20,6,120,Standard,Celtis occidentalis 'Prairie Sentinel',Prairie Sentinel Hackberry,GK26W4-01_GK26W5-04,4,Final Design
1721-1a,-73.8818314559281,40.6784971513342,GK26W5-04,101631,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1017026.43,186493.33,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039730024,,305,37,54,17,5.5,93.5,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,3,Final Design
1721-1b,-73.8818173153955,40.6784405120775,GK26W5-04,101632,1,Area-Wide,ROW,EDC 26W-005 Phase 1,ROWB,100% Design Accepted,1017030.38,186472.7,Brooklyn,Combined,26W-005,Jamaica Bay and Tributaries,,,3039730024,,305,37,54,16,5.5,88,Type C - SW Chamber,No Tree,N/A,GK26W4-01_GK26W5-04,3,Final Design
1032A,-73.7427580392843,40.7010599150705,CSO-PLANYC,103565,1,External,ROW,South East Queens Demonstration Area 1,ROWB,100% Design Accepted,1055577.0273,194796.2287,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,212-11 Nashville Blvd,115th Ave & Nashville Blvd,4110300095,,413,27,Not Found,10,4,40,Standard,No Tree,N/A,,,Final Design
1032B,-73.7427402468479,40.7010987959781,CSO-PLANYC,103566,1,External,ROW,South East Queens Demonstration Area 1,ROWB,100% Design Accepted,1055581.9191,194810.4086,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,,,4110300095,,413,27,Not Found,10,4,40,Standard,Quercus prinus,Chestnut Oak,,,Final Design
1032C,-73.7426721688685,40.7012476621716,CSO-PLANYC,103567,1,External,ROW,South East Queens Demonstration Area 1,ROWB,100% Design Accepted,1055600.6361,194864.7002,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,212-11 Nashville Blvd,212th St & Nashville Blvd,4110300095,,413,27,Not Found,13,4,52,Standard,No Tree,N/A,,,Final Design
1032D,-73.7426507322172,40.7012943155386,CSO-PLANYC,103568,1,External,ROW,South East Queens Demonstration Area 1,ROWB,100% Design Accepted,1055606.53,194881.7148,Queens,Combined,JAM-005,Jamaica Bay and Tributaries,,,4110300095,,413,27,Not Found,13,4,52,Standard,Quercus prinus,Chestnut Oak,,,Final Design
